judgment_id,run,kind,repo,pr_number,pr_url,file,human_line,human_comment,human_url,model_line,model_category,model_severity,model_comment,pipeline_verdict,judge_reason,human_verdict,human_notes,model_verdict,model_confidence,model_reason
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5135__unmatched_model__4,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5135,https://github.com/junit-team/junit5/pull/5135,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/WorkerThreadPoolHierarchicalTestExecutorService.java,,,,362,design,medium,The sorting of queue entries was changed from reverse order to normal order. This change in sorting behavior may affect the order in which tasks are executed and could impact test execution semantics.,unmatched,,,,unverifiable,low,"The old reverseOrder() sort was removed and a sort by CHILD_COMPARATOR added, but that comparator's ordering is not visible, so whether this is 'normal order' or changes execution semantics cannot be checked from the chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5135__unmatched_model__5,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5135,https://github.com/junit-team/junit5/pull/5135,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/WorkerThreadPoolHierarchicalTestExecutorService.java,,,,564,bug,high,Sorting submitted children before stealing work may cause incorrect execution order and potential deadlocks. The original implementation used listIterator with reverse traversal which had different semantics than forward iteration after sorting.,unmatched,,,,unverifiable,low,"Traversal did change from a reverse listIterator to sorted forward iteration, but whether that causes incorrect ordering or deadlocks depends on CHILD_COMPARATOR and concurrency behavior not visible in the chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5135__unmatched_model__8,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5135,https://github.com/junit-team/junit5/pull/5135,junit-platform-engine/src/main/java/org/junit/platform/engine/support/hierarchical/WorkerThreadPoolHierarchicalTestExecutorService.java,,,,677,bug,high,The IllegalStateException thrown when an entry cannot be added to the queue could cause test execution to fail unexpectedly. Consider a more graceful handling or logging approach.,unmatched,,,,founded,low,"The code visibly throws IllegalStateException when queue.add returns false, so the failure behavior the comment describes is present, though fail-fast may well be intentional."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__103,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,jupiter-tests/src/test/java/org/junit/jupiter/engine/extension/OrderedMethodTests.java,,,,16,style,low,Consider grouping imports from the same package together for better readability,unmatched,,,,unfounded,high,"The four added imports from org.junit.jupiter.api.Constants are already contiguous and sorted alongside the other org.junit.jupiter.api imports, so they are visibly grouped as suggested."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__104,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,jupiter-tests/src/test/java/org/junit/jupiter/engine/extension/OrderedMethodTests.java,,,,17,style,low,Consider grouping imports from the same package together for better readability,unmatched,,,,unfounded,high,"The four added imports from org.junit.jupiter.api.Constants are already contiguous and sorted alongside the other org.junit.jupiter.api imports, so they are visibly grouped as suggested."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__105,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,jupiter-tests/src/test/java/org/junit/jupiter/engine/extension/OrderedMethodTests.java,,,,18,style,low,Consider grouping imports from the same package together for better readability,unmatched,,,,unfounded,high,"The four added imports from org.junit.jupiter.api.Constants are already contiguous and sorted alongside the other org.junit.jupiter.api imports, so they are visibly grouped as suggested."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__113,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,jupiter-tests/src/test/java/org/junit/jupiter/engine/extension/TimeoutConfigurationTests.java,,,,33,style,low,Consider grouping related imports together for better readability,unmatched,,,,unfounded,low,"The new Constants imports (lines 22-32) and the Timeout imports (lines 33-34) are already contiguous and alphabetically ordered, so related imports are visibly grouped already."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__115,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,jupiter-tests/src/test/java/org/junit/jupiter/params/ParameterizedClassIntegrationTests.java,,,,66,style,low,"Consider whether Constants is actually needed in this test class, as it's a utility class for internal engine constants and may not be directly relevant to the test scenarios being validated.",unmatched,,,,unverifiable,low,"Whether the newly imported Constants class is needed depends on its usages in the rest of the test class, which the chunk does not show."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__117,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/ForkJoinDeadLockTests.java,,,,34,bug,high,"The import of org.junit.jupiter.engine.Constants was removed, but it's not clear if this is intentional. If this class is still needed, the import should be restored or replaced with the correct import.",unmatched,,,,unfounded,high,"The chunk visibly adds 'import org.junit.jupiter.api.Constants;' at line 23, so the removed engine import was already replaced with a substitute, contradicting the comment's premise."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__118,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/ForkJoinDeadLockTests.java,,,,67,design,high,Changed configuration parameter name from DEFAULT_PARALLEL_EXECUTION_MODE to DEFAULT_EXECUTION_MODE_PROPERTY_NAME. This could break existing configurations or tests that rely on the old parameter name.,unmatched,,,,unverifiable,low,"Only the referenced constant changed, and the string values of DEFAULT_PARALLEL_EXECUTION_MODE and DEFAULT_EXECUTION_MODE_PROPERTY_NAME are not visible, so whether the effective parameter name changed cannot be checked."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__119,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/ParallelExecutionIntegrationTests.java,,,,17,style,low,"Consider grouping the static imports by category (e.g., JUnit constants, AssertJ, etc.) for better readability.",unmatched,,,,unfounded,low,"The static imports are alphabetically ordered so same-package imports, including the Constants block at lines 17-23 and the AssertJ import, are already contiguous, contradicting the premise that they are ungrouped."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__121,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/ParallelExecutionIntegrationTests.java,,,,19,style,low,"Consider grouping the static imports by category (e.g., JUnit constants, AssertJ, etc.) for better readability.",unmatched,,,,unfounded,low,"The static imports are alphabetically ordered so same-package imports, including the Constants block at lines 17-23 and the AssertJ import, are already contiguous, contradicting the premise that they are ungrouped."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__123,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,platform-tests/src/test/java/org/junit/platform/engine/support/hierarchical/ParallelExecutionIntegrationTests.java,,,,21,style,low,"Consider grouping the static imports by category (e.g., JUnit constants, AssertJ, etc.) for better readability.",unmatched,,,,unfounded,low,"The static imports are alphabetically ordered so same-package imports, including the Constants block at lines 17-23 and the AssertJ import, are already contiguous, contradicting the premise that they are ungrouped."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__129,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,platform-tests/src/test/java/org/junit/platform/suite/engine/testsuites/ConfigurationSuite.java,,,,13,bug,high,Incorrect import: DEFAULT_TEST_INSTANCE_LIFECYCLE_PROPERTY_NAME was moved from org.junit.jupiter.engine.Constants to org.junit.jupiter.api.Constants. The old import path is no longer valid and will cause compilation failure.,unmatched,,,,unfounded,high,"Line 13 already imports the constant from org.junit.jupiter.api.Constants and the old engine import is removed, so the compilation failure the comment predicts is not present in the visible code."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__16,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/Constants.java,,,,290,design,high,The deprecated field now delegates to org.junit.jupiter.api.Constants instead of being a direct alias. This could break compatibility if the target constant has different behavior.,unmatched,,,,unverifiable,low,"The field was previously an alias to a JupiterConfiguration constant and now aliases org.junit.jupiter.api.Constants, but neither constant's value is visible, so a behavioral difference cannot be checked from the chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__17,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/Constants.java,,,,306,design,high,The deprecated field now delegates to org.junit.jupiter.api.Constants instead of being a direct alias. This could break compatibility if the target constant has different behavior.,unmatched,,,,unverifiable,low,"The constant now references org.junit.jupiter.api.Constants.PARALLEL_CONFIG_STRATEGY_PROPERTY_NAME instead of a concatenated JupiterConfiguration value, but neither value is visible, so a compatibility break cannot be checked from the chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__19,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/Constants.java,,,,338,design,high,The deprecated field now delegates to org.junit.jupiter.api.Constants instead of being a direct alias. This could break compatibility if the target constant has different behavior.,unmatched,,,,unverifiable,low,"The chunk shows the field's initializer now referencing org.junit.jupiter.api.Constants, but whether that target constant's value or behavior differs from the old JupiterConfiguration-derived value cannot be checked without seeing the target class."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__24,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/Constants.java,,,,412,design,high,The deprecated field now delegates to org.junit.jupiter.api.Constants instead of being a direct alias. This could break compatibility if the target constant has different behavior.,unmatched,,,,unverifiable,low,"The chunk shows the initializer now referencing org.junit.jupiter.api.Constants instead of Timeout, but whether the target constant has a different value or behavior cannot be determined without seeing that class."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__28,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/Constants.java,,,,463,design,high,The deprecated field now delegates to org.junit.jupiter.api.Constants instead of being a direct alias. This could break compatibility if the target constant has different behavior.,unmatched,,,,unverifiable,low,"The chunk shows the field now aliasing org.junit.jupiter.api.Constants instead of Timeout, but the claimed compatibility risk depends on the target constant's value, which is not visible in the chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__3,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/Constants.java,,,,40,style,medium,The @Deprecated annotation uses forRemoval = true but doesn't specify a replacement version. It's better to be explicit about when the deprecation will be removed.,unmatched,,,,founded,low,"Nothing visible states when the deprecated class will be removed (since=""6.1"" marks the deprecation, not the removal), so the observation is accurate, though @Deprecated itself has no element for a removal version and the timing could only be documented in the Javadoc."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__33,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/Constants.java,,,,527,design,high,The deprecated field now delegates to org.junit.jupiter.api.Constants instead of being a direct alias. This could break compatibility if the target constant has different behavior.,unmatched,,,,unverifiable,low,"The chunk shows the initializer now referencing org.junit.jupiter.api.Constants instead of Timeout, but whether that target constant's value or behavior differs cannot be checked from the chunk alone."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__35,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/Constants.java,,,,551,design,high,The deprecated field now delegates to org.junit.jupiter.api.Constants instead of being a direct alias. This could break compatibility if the target constant has different behavior.,unmatched,,,,unverifiable,low,"The chunk shows the field now aliasing org.junit.jupiter.api.Constants instead of ClassOrderer, but the claimed compatibility risk hinges on the target constant's value, which the chunk does not show."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__36,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/Constants.java,,,,565,design,high,The deprecated field now delegates to org.junit.jupiter.api.Constants instead of being a direct alias. This could break compatibility if the target constant has different behavior.,unmatched,,,,unverifiable,low,"The chunk shows the initializer now referencing org.junit.jupiter.api.Constants instead of Timeout, but whether the target constant behaves differently cannot be determined without seeing that class."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__39,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/JupiterTestEngine.java,,,,18,style,low,Consider grouping imports from the same package together for better readability,unmatched,,,,unfounded,high,"The visible import block is already alphabetically sorted with imports from the same package adjacent (e.g. the org.junit.jupiter.engine.* and org.junit.platform.engine.* groups), so the suggested regrouping addresses a problem the code does not exhibit."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__42,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config/CachingJupiterConfiguration.java,,,,15,style,low,Consider grouping related imports together for better readability,unmatched,,,,unfounded,high,"Related imports are already grouped: the Constants static imports sit consecutively at lines 14-24, followed by the TempDir pair, the java.util block, and alphabetized regular imports, so the code does not exhibit the ungrouped-imports problem."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__44,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config/CachingJupiterConfiguration.java,,,,17,style,low,Consider grouping related imports together for better readability,unmatched,,,,unfounded,high,"The visible imports are already grouped by origin and sorted (Constants static imports consecutive at lines 14-24, TempDir pair, java.util block, alphabetized regular imports), so the comment flags a problem the code does not exhibit."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__46,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config/CachingJupiterConfiguration.java,,,,19,style,low,Consider grouping related imports together for better readability,unmatched,,,,unfounded,high,"Related imports are already grouped and sorted in the chunk (all Constants static imports consecutive, TempDir pair together, java.util block, alphabetized regular imports), so the proposed regrouping addresses no visible problem."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__49,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config/CachingJupiterConfiguration.java,,,,22,style,low,Consider grouping related imports together for better readability,unmatched,,,,unfounded,high,"The visible imports are already grouped by package and alphabetized with blank-line separation, so the proposed grouping improvement does not apply."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__63,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config/DefaultJupiterConfiguration.java,,,,22,style,low,Consider grouping imports by package for better readability,unmatched,,,,unfounded,high,"The visible import block is already grouped by package and strictly alphabetized, so the suggested grouping does not apply."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__65,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config/DefaultJupiterConfiguration.java,,,,24,style,low,Consider grouping imports by package for better readability,unmatched,,,,unfounded,high,"The visible import block is already grouped by package and strictly alphabetized, so the suggested grouping does not apply."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__72,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config/JupiterConfiguration.java,,,,26,design,medium,"Removed PreInterruptCallback import. Verify that this doesn't break any functionality that relied on it, as it was previously used for timeout thread dumps.",unmatched,,,,founded,low,"The import removal and its prior use for the timeout thread-dump property are both visible in the removed lines, though the possible external breakage lies outside the chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__75,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/extension/MutableExtensionRegistry.java,,,,34,style,low,Consider grouping imports from the same package together for better readability,unmatched,,,,unfounded,high,"The visible imports are already grouped by package alphabetically, including the newly added Constants import in its correct position."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__78,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/extension/PreInterruptThreadDumpPrinter.java,,,,15,style,low,Consider using a static import for Constants.EXTENSIONS_TIMEOUT_THREAD_DUMP_ENABLED_PROPERTY_NAME to improve readability.,unmatched,,,,unverifiable,low,"The only visible use of Constants is a Javadoc link where a static import would not help, and any code usage beyond line 31 is not shown."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__89,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,jupiter-tests/src/test/java/org/junit/jupiter/engine/ReportingTests.java,,,,13,style,medium,Changed import from Constants.DEFAULT_TEST_INSTANCE_LIFECYCLE_PROPERTY_NAME to Constants.DEFAULT_TEST_INSTANCE_LIFECYCLE_PROPERTY_NAME. Verify this change is intentional and doesn't affect functionality.,unmatched,,,,founded,low,"An import change is really present on line 13 (engine.Constants to api.Constants), though the comment's description repeats the same name and omits the actual package difference."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__91,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,jupiter-tests/src/test/java/org/junit/jupiter/engine/TestInstanceLifecycleTests.java,,,,43,style,low,Import of Constants class appears unused in this file. Consider removing if not needed.,unmatched,,,,unverifiable,high,"The chunk shows only the import section, so whether Constants is used elsewhere in the file cannot be determined."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5379__unmatched_model__93,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5379,https://github.com/junit-team/junit5/pull/5379,jupiter-tests/src/test/java/org/junit/jupiter/engine/config/DefaultJupiterConfigurationTests.java,,,,34,style,low,Redundant import of org.junit.jupiter.api.Constants since the static members are already imported directly on lines 16-18,unmatched,,,,unverifiable,low,"Whether the plain Constants import is redundant depends on usages elsewhere in the file not shown, and only line 16 (not 16-18) imports a Constants member."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__10,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config/CachingJupiterConfiguration.java,,,,45,style,low,The import order could be made consistent with the existing pattern for better maintainability.,unmatched,,,,unfounded,high,"The new imports on lines 26 and 45 are inserted in correct alphabetical positions matching the file's existing pattern, so no inconsistency exists."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__11,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/config/CachingJupiterConfiguration.java,,,,165,design,high,Missing cache for getDefaultTempDirDeletionStrategySupplier() which may lead to repeated expensive operations,unmatched,,,,unfounded,high,"The method visibly wraps the delegate call in cache.computeIfAbsent, so the claimed missing cache is contradicted by the chunk."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__23,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/extension/TempDirectory.java,,,,217,design,medium,"The new getPathOrFile method consolidates the logic for determining cleanup and factory, making the code more modular and easier to test.",unmatched,,,,founded,high,"The new private getPathOrFile overload visibly consolidates the factory, cleanup-mode, and deletion-strategy determination as described."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__25,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,junit-jupiter-engine/src/main/java/org/junit/jupiter/engine/extension/TempDirectory.java,,,,236,bug,high,"The method signature change from (TempDirFactory factory, CleanupMode cleanupMode, ...) to (TempDirFactory factory, Cleanup cleanup, ...) requires careful verification that all callers are updated to pass a Cleanup object instead of separate parameters.",unmatched,,,,founded,low,"The signature change from CleanupMode to Cleanup is real and the visible caller is updated, but the caution about other callers concerns code outside the chunk and would be compiler-enforced anyway."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__3,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,junit-jupiter-api/src/main/java/org/junit/jupiter/api/io/TempDir.java,,,,146,style,low,The javadoc for cleanup() has been updated to say 'In which cases' instead of 'How'. This is a minor wording change that might affect clarity for users expecting the previous phrasing.,unmatched,,,,founded,high,The diff shows exactly the wording change from 'How' to 'In which cases' in the cleanup() Javadoc.
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__33,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,jupiter-tests/src/test/java/org/junit/jupiter/api/io/TempDirDeletionStrategyTests.java,,,,51,style,medium,The log message format uses <root> which might be confusing. Consider using a more descriptive placeholder like 'root directory' or 'temporary directory root' for better clarity.,unmatched,,,,founded,low,"The asserted log message visibly uses the '<root>' placeholder, though the clarity suggestion targets a message format defined in production code."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__39,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,jupiter-tests/src/test/java/org/junit/jupiter/engine/extension/CloseablePathTests.java,,,,178,style,low,Adding cleanup(ALWAYS) parameter improves test reliability by ensuring cleanup happens regardless of test outcome.,unmatched,,,,unverifiable,low,Whether cleanup(ALWAYS) changes or ensures cleanup behavior versus the previous DEFAULT depends on the cleanup() helper and default-mode semantics not visible in the chunk.
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__42,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,jupiter-tests/src/test/java/org/junit/jupiter/engine/extension/CloseablePathTests.java,,,,222,style,low,Adding cleanup(ALWAYS) parameter improves test reliability by ensuring cleanup happens regardless of test outcome.,unmatched,,,,unverifiable,low,Whether cleanup(ALWAYS) changes or ensures cleanup behavior versus the previous DEFAULT depends on the cleanup() helper and default-mode semantics not visible in the chunk.
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__5,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,junit-jupiter-api/src/main/java/org/junit/jupiter/api/io/TempDirDeletionStrategy.java,,,,118,bug,high,"The method signature for delete(Path, FileOperations, BiConsumer) is inconsistent with the calling site. The BiConsumer expects (Path, Exception) but the call site passes (path, cause) which is already an Exception, not a Path and Exception pair.",unmatched,,,,unfounded,high,"The call site on line 111 passes a two-parameter lambda (path, cause) that matches BiConsumer<Path, Exception>, so no signature inconsistency exists."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__54,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,jupiter-tests/src/test/java/org/junit/jupiter/engine/extension/TempDirectoryTests.java,,,,285,design,medium,"The new helper method 'determineTempDirFromReportEntries' duplicates logic that was previously inlined. While this improves readability, consider if the previous inline approach was acceptable or if this extraction is necessary for test maintainability.",unmatched,,,,founded,low,"The helper does contain the logic previously inlined and that extraction is visible, though 'duplicates' is inapt since the inline version was removed and the helper is reused at two visible call sites."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__56,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,jupiter-tests/src/test/java/org/junit/jupiter/engine/extension/TempDirectoryTests.java,,,,1260,style,low,Using underscore prefix for lambda parameter `_` is unconventional; consider using a more descriptive name or removing the prefix.,unmatched,,,,unfounded,low,"`_` is Java's standard unnamed lambda parameter (replacing the `__` workaround being removed here), so it is neither an unconventional prefix nor something that can be given a descriptive name meaningfully."
qwen__qwen3-coder-30b-a3b-instruct__junit-team__junit5__5424__unmatched_model__58,runs/subset30/qwen3-coder-30b-a3b-instruct/,unmatched_model,junit-team/junit5,5424,https://github.com/junit-team/junit5/pull/5424,jupiter-tests/src/test/java/org/junit/jupiter/engine/extension/TempDirectoryTests.java,,,,1295,design,medium,Adding a new test case with default deletion strategy might conflict with existing behavior. Verify that this doesn't introduce unexpected side effects.,unmatched,,,,unverifiable,low,"The comment names no concrete conflicting behavior, and nothing in the chunk can confirm or refute an unspecified side effect."
